id,Title,Content,Excerpt,PostType,ImageURL,LocatorGender,LocatorType,_telephone,_address,LocatorCities,State,_zip,LocatorCountries,_email,_website,,
6980,Associació THC,,,locator,,,Marijuana Associations,'+34638762709,"Gran Via de les Corts Catalanes, 674",Barcelona,,8010,Spain,info@thcclub.es,,,
6981,CONDONERO,,,locator,,,Marijuana Associations,'+34678111626,Barcelona c.luna 11,Barcelona,,8001,Spain,,,,
6982,AsinSativa,,,locator,,,Marijuana Associations,'+34931058784,"c. Batista i Roca,2-4. NAVE 4. PLANTA, 2a. nº2",Barcelona,,8302,Spain,info@asinsativa.org,,,
6983,KSP CLUB,,,locator,,,Marijuana Associations,'+34932693511,Pasaje Flaugier 25,Barcelona,,8041,Spain,acacannabis@gmail.com,,,
6984,La Creme Gracia,,,locator,,,Marijuana Associations,'+34938323486,La Creme Gracia,Barcelona,,8012,Spain,lacremegracia@gmail.com,,,
6985,La Cova Fumada,,,locator,,,Marijuana Associations,'+34685477271,C/Mossen Jacint Verdaguer 192Sant Boi de Llobregat,Barcelona,,8830,Spain,lacovafumada192@gmail.com,,,
6986,Mono Dream Club,,,locator,,,Marijuana Associations,,C/ Napols 139,Barcelona,,8013,Spain,monodreamclub.info@gmail.com,,,
6987,Buda,,,locator,,,Marijuana Associations,'+34935357735,Carrer Garcilaso 167,Barcelona,,8027,Spain,ramonpalachi@hotmail.es,,,
6988,The coffe shop,,,locator,,,Marijuana Associations,,Rambla Rafael casanova 10 bajoSant boi de llobregat,Barcelona,,8830,Spain,,,,
6989,Tresor Barcelona Cannabis Club,,,locator,,,Marijuana Associations,'+34602100969,"Carrer de la Diputació, 305",Barcelona,,8009,Spain,,,,
6990,Social Weed Club Barcelona,,,locator,,,Marijuana Associations,'+34931005275,"Carrer del Marquès de Barberà, 6",Barcelona,,8001,Spain,,,,
6991,ARSEK - Sta. Coloma de Gramanet,,,locator,,,Marijuana Associations,,"Nuestra Señora de la Mercè, 33 bajos",Barcelona,,8921,Spain,,,,
6992,Asociacion Green Planet Cannabis Club,,,locator,,,Marijuana Associations,,Placeta Sant francesc 2.,Barcelona,,8002,Spain,,,,
6993,Asociacion Marihuana Town del Cannabis,,,locator,,,Marijuana Associations,'+34616776645,"Avinguda Maresme n.25 planta baixa, Sant Cebria De Vallalta",Barcelona,,8396,Spain,,,,
6994,Assosacio Cannabica dAutoconsum Cannabis Palace,,,locator,,,Marijuana Associations,,"Carrer Pujos, 61, local,, LHospitalet de Llobregat",Barcelona,,8904,Spain,,,,
6995,BILBOSKUNK,,,locator,,,Marijuana Associations,'+34944003139,"Basurtuko Geltokiko Kalea, 6, Bizkaia",Bilbao,,48002,Spain,,,,
6996,Bizitzeko - Plataforma para la Liberalización de las Drogas,,,locator,,,Marijuana Associations,'+34944160055,"Bailén, 6, lonja",Bilbo,,48006,Spain,bizitzeko@jet.es,,,
6997,PANNAGH,,,locator,,,Marijuana Associations,,Travesía de las Escuelas,Bilbo,,48006,Spain,,,,
6998,KALAMUDIA - Asociación de Estudio del Cannabis de Euskadi,,,locator,,,Marijuana Associations,'+34944161211,"Pelota, 5 bajo Bizcaia",Bilbao,,48005,Spain,kalamudia@kender.es,,,
6999,CN Burgos,,,locator,,,Marijuana Associations,,CN Burgos Antiprohibicionista,Burgos,,9004,Spain,cnburgos@hotmail.com,,,
7000,Burgos antiprohibicionista,,,locator,,,Marijuana Associations,,"San Lesmes, 10 - bajo, buzón 2",Burgos,,9004,Spain,cnburgos@hotmail.com,,,
7001,LEGALIZ-ACCIÓN,,,locator,,,Marijuana Associations,,"Pedro Rodríguez, 11Sanlúcar de Barrameda",Cadiz,,11540,Spain,harteloyconvia@hotmail.com,,,
7002,Bolera Besaya,,,locator,,,Marijuana Associations,'+34942790599,"Avenida de Palencia 128, Torrelavega",Cantabria,,39300,Spain,acbolerabesaya@gmail.com,,,
7003,Gomalú,,,locator,,,Marijuana Associations,,General Moscardó - santander,Cantabria,,39009,Spain,deeker_25@hotmail.com,,,
7004,Green Skull,,,locator,,,Marijuana Associations,'+34601174243,Avenida Cantabria 24Cabezon de la Sal,Cantabria,,39500,Spain,laure_29@hotmail.es,,,
7005,Free Brown,,,locator,,,Marijuana Associations,,Barrio Solija nº21 Abionzo de Villacarriedo,Cantabria,,39969,Spain,,,,
7006,Asociacion Cannabica Cultural,,,locator,,,Marijuana Associations,'+34642730753,"Tembleque, castilla-la mancha",Castilla,,45780,Spain,,,,
7007,CSAOA,,,locator,,,Marijuana Associations,,"López de Sosa, 15 - bajo izda",Cordoba,,14004,Spain,,,,
7008,ARSEC.CO,,,locator,,,Marijuana Associations,'+34957080632,"Al-Nasir, num. 4, 2º 5ª B",Cordoba,,,Spain,arsecco@hotmail.com,,,
7009,Asociación Cultural de Estudios Naturales del Cannabis (ACUENCA),,,locator,,,Marijuana Associations,,"Las Torres, 2",Cuenca,,16004,Spain,freebrownselaya@gmail.com,,,
7010,CISCA Cannabis Interior Social Club Astur,,,locator,,,Marijuana Associations,,"Calle aguado, 35 bao bis",Gijon,,33203,Spain,,,,
7011,Kalamuzale - Asoacion de cannabis en Astigarraga,,,locator,,,Marijuana Associations,'+34928819725,"Donostia Ibilbidea, 88 Astigarraga",Gipuzkoa,,20115,Spain,cannapharmacia@gmail.com,,,
7012,Ganjazz Art Club,,,locator,,,Marijuana Associations,,"Larramendi, 4 Donostia, Gipuzkoa",Gipuzkoa,,,Spain,info@ganjazz.tk,,,
7013,EUSKOGROWS - Asociación de Grow Shops del País Vasco,,,locator,,,Marijuana Associations,,"Calle Prim, 14 Donostia",Gipuzkoa,,20006,Spain,n/a,,,
7014,AMAGI CSC,,,locator,,,Marijuana Associations,'+34682106521,"Gorostiaga Kalea, 65, Irun",Gipuzkoa,,20305,Spain,amagi.irun@gmail.com,,,
7015,The Weed Club,,,locator,,,Marijuana Associations,'+34943834611,Zarauz,Gipuzkoa,,20800,Spain,info@theweedclub.com,,,
7016,Floors,,,locator,,,Marijuana Associations,,"Travessia de la Creu, 26",Girona,,17002,Spain,hola@floors.cat,http://www.floors.cat/,,
7017,Grass Grow,,,locator,,,Marijuana Associations,,"Carretera Autovia A-92, 27 Loreto",Granada,,18370,Spain,,,,
7018,AgroCultivo,,,locator,,,Marijuana Associations,,"Villa Angeles, 8, Alfacar, Granada",Granada,,,Spain,,,,
7019,Asociación de Usuarios de Cannabis Granada (A.U.C.G.),,,locator,,,Marijuana Associations,,Calle San Luis,Granada,,,Spain,aucg@mygranada.com,,,
7020,ALSATIVA Sociedad Cooperativa Agraria Andaluza del cáñamo,,,locator,,,Marijuana Associations,'+34958343312,Cortijo el Cáñamo Pórtugos,Granada,,18415,Spain,,,,
7021,AGRUK,,,locator,,,Marijuana Associations,'+34600344181,Luis Braille 5,Granada,,18005,Spain,,,,
7022,Asociación de Usuarios de Cannabis Granada,,,locator,,,Marijuana Associations,,Calle San Luis,Granada,,18010,Spain,aucg@mygranada.com,,,
7023,Organización de usos y estudios sobre el Cannabis de Barbastro (OCB),,,locator,,,Marijuana Associations,'+34676104324,"Espinosa de los Monteros, 4",Huesca,,,Spain,organizacioncannabicabrb@gmail.com,,,
7024,Maria Segura,,,locator,,,Marijuana Associations,'+34670734542,"Antonio Machado, 12, Orcera",Jaén,,23370,Spain,,,,
7025,Galicanna,,,locator,,,Marijuana Associations,,"Monte Alto, Galicia",La coruña,,15001,Spain,,,,
7026,Asociación Cannábica O Caracán,,,locator,,,Marijuana Associations,,Av. Sardiñeira,La coruña,,15007,Spain,,,,
7027,Komando Antiprohibicionista de La Rioja (K.A.R.),,,locator,,,Marijuana Associations,,Apdo. de correos 133 Logroño,La rioja,,26080,Spain,,,,
7028,Colectivo Zizaña,,,locator,,,Marijuana Associations,,Apdo. de correos 248 logroño,La rioja,,26080,Spain,,,,
7029,TERCAN,,,locator,,,Marijuana Associations,'+34689076752,"Eusebio Navarro, 62 las palmas de gran canarias",Las palmas,,35003,Spain,pablo_cuesta@hotmail.es,,,
7030,Klinic Cannabis Club,,,locator,,,Marijuana Associations,'+34928607054,"Calle Princesa Ico, 55, Playa Honda",Las palmas,,35509,Spain,,https://www.kliniccannabisclub.com,,
7031,Club Eden Gran Canaria CSC,,,locator,,,Marijuana Associations,'+34928237249,"Calle Colon, 56, Arinaga,",Las palmas,,35118,Spain,,,,
7032,INDICA CSC,,,locator,,,Marijuana Associations,'+34685765576,"Paseo Maestra María del Rosario Hernández Santana, 25, A Telde",Las palmas,,35200,Spain,,,,
7033,M.Cañamo Bienestar y Beneficios,,,locator,,,Marijuana Associations,'+34671363919,"Av. Rafael Puig Lluvina,  Las Americas, Santa Cruz de Tenerife",Las palmas,,38660,Spain,,,,
7034,The First MediCann,,,locator,,,Marijuana Associations,,"Calle Libertad, 19, Local 2, Tías",Las palmas,,35572,Spain,,,,
7035,Weedfarm,,,locator,,,Marijuana Associations,,"Urb. Herbania, 33, Tarajalejo,",Las palmas,,35629,Spain,,,,
7036,GratefulMeds CSC,,,locator,,,Marijuana Associations,'+34676692987,"Calle José Pereyra Galviaty, 86, Arrecife",Las palmas,,35500,Spain,,,,
7037,Clubcannabisvins,,,locator,,,Marijuana Associations,'+34605027021,"Calle Isaac Peral, 44, Corralejo",Las palmas,,35660,Spain,,,,
7038,The Green Wave,,,locator,,,Marijuana Associations,'+34693456102,"Calle Crucero Lanzarote, 2, 4,Corralejo",Las palmas,,35660,Spain,,,,
7039,Blunts Dispensary Cannabis Club,,,locator,,,Marijuana Associations,,"Commercial Centro matagorda local 67, Puerto del Carmen,",Las palmas,,35510,Spain,,,,
7040,Asociación Cannábica el Tabaquito Terapéutico,,,locator,,,Marijuana Associations,'+34928803212,"Calle Tajaraste, 69,  Arrecife",Las palmas,,35500,Spain,,,,
7041,Cannapharmacia Las Palmas - BioClinic,,,locator,,,Marijuana Associations,,C/ Don Bernardino Correa Viera. Nº 11. Local 20,Las palmas,,35002,Spain,recepciongc@cannapharmacia.org,,,
7042,BeHappy AMC,,,locator,,,Marijuana Associations,'+34928767670,"Avda. Francia S/N, Centro Comercial CITA San Bartolomé de Tirajana",Las palmas,,35100,Spain,nokow@gmx.net,,,
7043,Hemperor C.S.C.,,,locator,,,Marijuana Associations,'+34727733784,Calle El Correilllo 8B,Las palmas,,35580,Spain,info@hemperorcsc.org,,,
7044,Asociación Guanche para el Estudio del Cannabis,,,locator,,,Marijuana Associations,'+34910758422,Apdo. de correos 198,Las palmas,,35080,Spain,cannabis@teleline.es,,,
7045,CANNAPHARMACIA LANZAROTE - Playa Honda,,,locator,,,Marijuana Associations,'+34928819725,"Calle Princesa Ico 55, local 27",Las palmas,,35509,Spain,info@cannapharmacia.org,,,
7046,Asociación Cultural Lanzaroteña para el Estudio del Cannabis (ACLEC),,,locator,,,Marijuana Associations,'+34669043797,"Cienfuegos, 16 Arrecife de Lanzarote",Las palmas,,35500,Spain,aclec69@hotmail.com,,,
7047,Asociación Cultural de Estudios sobre el Cannabis (ACEC),,,locator,,,Marijuana Associations,'+34669043797,"Pérez Galdós, 35 Las Palmas de Gran Canaria",Las palmas,,35002,Spain,aclec69@hotmail.com,,,
7048,Cannapharmacia Lanzarote - La Santa,,,locator,,,Marijuana Associations,'+34928819725,Calle Roncote Nº 5,Las palmas,,35560,Spain,info@cannapharmacia.org,,,
7049,Samsara,,,locator,,,Marijuana Associations,'+34828665073,"C/ Sargento Primero Tomás Iglesias Cáceres, 1.",Las palmas,,35450,Spain,cscsamsara@gmail.com,,,
7050,Asociación de Cannabis Amigos de María,,,locator,,,Marijuana Associations,'+34987209308,"Avda. Reino de León, 9 - 1º P",Leon,,24006,Spain,amigosdemaria@hotmail.com,,,
7051,Eleva Space,,,locator,,,Marijuana Associations,'+34678020908,"Calle del Dr Cortezo, 9",Madrid,,28012,Spain,,,,
7052,Grupo Antiprohibicionista de Madrid (GAMA),,,locator,,,Marijuana Associations,,"C/ Magdalena, 29, 2º izq.",Madrid,,28012,Spain,,,,
7053,The High Class,,,locator,,,Marijuana Associations,,Magdalena 31,Madrid,,28012,Spain,info@Magdalena 31.com,,,
7054,The Friend´s House,,,locator,,,Marijuana Associations,'+34616781222,Travesía Trujillos 2,Madrid,,28013,Spain,chandanizate@gmail.com,,,
7055,Mad Wax Club,,,locator,,,Marijuana Associations,'+34628405151,"Bruselas, Las Rozas",Madrid,,28232,Spain,madwaxclub@gmail.com,,,
7056,Madiguana club,,,locator,,,Marijuana Associations,'+34917115215,Tutor 31,Madrid,,28008,Spain,info@madiguana.es,,,
7057,Ascar Freedom,,,locator,,,Marijuana Associations,'+34667333615,"Ignacio Zuloaga 4, Rivas Vaciamadrid",Madrid,,28522,Spain,ascar.fd@gmail.com,,,
7058,Observatorio Español de Cannabis Medicinal,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,914 73 65 93,"Ercilla, 49 28005 Madrid,",Madrid,,28005,Spain,comunicacion@oedcm.com,,,
7059,Cannapharmacia Madrid,,,locator,,,Marijuana Associations,'+34915654130,"C/ Joaquín María López, Nº 17",Madrid,,28015,Spain,info@cannapharmacia.org,,,
7060,Eden High Centre,,,locator,,,Marijuana Associations,'+34912680982,C/ Zabaleta 5,Madrid,,28002,Spain,edenhighcentre@gmail.com,,,
7061,La Granja de la Tía,,,locator,,,Marijuana Associations,'+34911747773,"Avda. Mar Mediterraneo SN, Valdemoro",Madrid,,28341,Spain,granjadelatia@gmail.com,,,
7062,La Delgada Linea Verde - LDLV,,,locator,,,Marijuana Associations,'+34914459548,Metro Bilbao / Iglesia,Madrid,,28010,Spain,ladelgadalineaverde@gmail.com,,,
7063,AMEC,,,locator,,,Marijuana Associations,'+34915303364,C/ Salitre 23,Madrid,,28012,Spain,amec@amec.org.es,,,
7064,Saint Mary Medical Club,,,locator,,,Marijuana Associations,'+34657293854,C/ Batalla de Belbichite Nº 4,Madrid,,28045,Spain,saintmarymc@gmail.com,,,
7065,Private Cannabis Club,,,locator,,,Marijuana Associations,,"Calle de Guillermo Mesa, 2, Paracuellos",Madrid,,28860,Spain,info@privatecannabisclub.com,,,
7066,Asociación Isómeros,,,locator,,,Marijuana Associations,'+34810529804,Secreta a peticion del fundador,Madrid,,28006,Spain,isomerosasociacion@gmail.com,,,
7067,Asociación Central del Cañamo (ACECA),,,locator,,,Marijuana Associations,'+34915746255,"Doctor Esquerdo, 71",Madrid,,28007,Spain,n/a,,,
7068,Mundo Nirvana,,,locator,,,Marijuana Associations,'+34915712505,C/ Capitán Haya Nº 55,Madrid,,28020,Spain,hello@mundonirvana.com,,,
7069,Asociación Dhoja,,,locator,,,Marijuana Associations,'+34636729009,"José Hechegaray 8, 28232, las rozas",Madrid,,28232,Spain,alvarobyron99@gmail.com,,,
7070,Ocean Green,,,locator,,,Marijuana Associations,,Constancia 24,Madrid,,28002,Spain,info@oceangreen.com,,,
7071,"Mandala, Asociación de Estudios Integrales",,,locator,,,Marijuana Associations,,Facultad de Psicología,Madrid,,28002,Spain,mandalaei@msn.com,,,
7072,ICLUB,,,locator,,,Marijuana Associations,'+34912091291,"Avd. de la Técnica Nº 19 nave 14, Rivas-Vaciamadrid",Madrid,,28522,Spain,iclubrivas@gmail.com,,,
7073,Vulcano Madrid,,,locator,,,Marijuana Associations,'+34914938942,"C/ del Tomo Nº 9, Rivas-Vaciamadrid",Madrid,,28521,Spain,avulcanorivas@gmail.com,,,
7074,Hemp Medical Club - HMC,,,locator,,,Marijuana Associations,'+34683556379,Vicente camarón,Madrid,,28011,Spain,hempmedicalclub@gmail.com,,,
7075,Asociacion Bali,,,locator,,,Marijuana Associations,'+34628937184,c alcala,Madrid,,28027,Spain,clubprivadobali@gmail.com,,,
7076,Pitbull Verde (cannabis Association),,,locator,,,Marijuana Associations,'+34604118840,"Calle Rio Salazar, 6 Local 112, 113
Torremolinos",Malaga,,29620,Spain,,,,
7077,Kushing coffee shop malaga(cannabis club),,,locator,,,Marijuana Associations,'+34604131263,"Calle Córdoba, 8, 29003 Málaga",Malaga,,29003,Spain,,,,
7078,Smoking weed club(cannabis shop)malaga,,,locator,,,Marijuana Associations,'+34604131260,"Calle Horacio Lengo, 2, 29620 Torremolinos, Málaga",Malaga,,29620,Spain,,,,
7079,Weed Cannabis Amsterdam (Cafe shop),,,locator,,,Marijuana Associations,'+34604172067,"Plaza Solymar, 29630 Benalmádena, Málaga",Malaga,,29630,Spain,,,,
7080,Asociacion cannabica malaga,,,locator,,,Marijuana Associations,'+34604184385,"Calle Salvador Rueda, 9, 29630 Benalmádena, Málaga",Malaga,,29630,Spain,,,,
7081,A.R.S.E.C.A,,,locator,,,Marijuana Associations,,"C/ Gaona, nº6 29006 Málaga",Malaga,,29006,Spain,,,,
7082,Asociación Ramón Santos de Estudios del Cannabis de Andalucía (ARSECA),,,locator,,,Marijuana Associations,'+34677077369,Las Navas 42,Malaga,,29002,Spain,arseca@eresmas.com,,,
7083,Asociación Andaluza de Comerciantes de Grows y Smarts (ACOGROS),,,locator,,,Marijuana Associations,'+34952060029,"Avda. Barcelona, 9",Malaga,,29012,Spain,acogros@hotmail.com,,,
7084,LaCosta Weed club (coffee shop),,,locator,,,Marijuana Associations,'+34632551987,"Av. las Palmeras, 7, 29630 Benalmádena, Málaga",Malaga,,29630,Spain,,,,
7085,Asociacion de estudios del cannabis urban paradise,,,locator,,,Marijuana Associations,'+34616333397,"Calle Mariano Vergara, n8, 5A, 30003 Murcia",Murcia,,30003,Spain,,,,
7086,El Último Mohicano,,,locator,,,Marijuana Associations,'+34635027783,n/a,Murcia,,n/a,Spain,,,,
7087,K.R.A.S.,,,locator,,,Marijuana Associations,,Apdo. de correos 133 San javier,Murcia,,30730,Spain,n/a,,,
7088,Asociación Socio-Cultural Káñamo Libre,,,locator,,,Marijuana Associations,,"Pablo Iglesias, 53",Murcia,,30503,Spain,n/a,,,
7089,FAC,,,locator,,,Marijuana Associations,'+34617665875,C/ Salitre 23 bajos,Madrid,,28012,Spain,rensa@fac.cc,,,
7090,Representación Cannabica Navarra (RCN/NOK),,,locator,,,Marijuana Associations,'+34948207672,"31192, Iruña-Pamplona",Navarra,,31192,Spain,info@rcnavarra.org,,,
7091,Prolega - Por una Política de Drogas Justa y Eficaz,,,locator,,,Marijuana Associations,'+34625562205,"C/ Rua, 33, Tudela",Navarra,,31500,Spain,prolega@hotmail.com,,,
7092,Mari Taldea,,,locator,,,Marijuana Associations,,Apdo. de correos 36 Elizondo,Navarra,,31700,Spain,N/A,,,
7093,A MORADA,,,locator,,,Marijuana Associations,,"c/ Rua do vento, 26 O Grove",Pontevedra,,36980,Spain,,,,
7094,Asociación Viguesa de Estudios sobre la María (Avemaria),,,locator,,,Marijuana Associations,,"Rúa de Santiago, 19 - baixo",Pontevedra,,36202�,Spain,,http://www.avemaria.tk/,,
7095,flores boas,,,locator,,,Marijuana Associations,,"Rua Real, 27",Pontevedra,,36202,Spain,n/a,,,
7096,Asociación Pontevedresa de Estudios del Kannabis (A.P.E.K.),,,locator,,,Marijuana Associations,'+34627350155,"San Nicolás, 14 Bjiz",Pontevedra,,36002,Spain,zonapek@hotmail.com,,,
7097,Movimiento Antiprohibicionista de Ria de Vigo (MARIA de Vigo),,,locator,,,Marijuana Associations,,"Primeira Travesía de Romil, 8",Pontevedra,,36202,Spain,n/a,,,
7098,"Asambleia de Cultivadores de Marihuana de Ogrobe ""A Morada""",,,locator,,,Marijuana Associations,,"Rua do Vento, 26",Pontevedra,,36980,Spain,n/a,,,
7099,CALMA,,,locator,,,Marijuana Associations,'+34638859095,C/Miraflores nº1Segovia,Segovia,,n/a,Spain,calmasegovia@hotmail.com,,,
7100,Colectivos de Agricultores por la Liberación de la Marihuana (C:AL:MA),,,locator,,,Marijuana Associations,,"C/ Miraflores, 1",Segovia,,40005,Spain,calmasegovia@hotmail.com,,,
7101,Km420,,,locator,,,Marijuana Associations,,"Rotonda De La Era, 44 Tomare",Sevilla,,41940,Spain,,,,
7102,ARSECSE,,,locator,,,Marijuana Associations,'+34954915937,"Alameda de Hercules, 80 bajo",Sevilla,,41002,Spain,arsec_se@yahoo.es,,,
7103,Club THC Sevilla,,,locator,,,Marijuana Associations,,"Fray Diego de Cádiz, 19",Sevilla,,41003,Spain,http://www.clubthc.net/,,,
7104,Medical Weed Sevilla,,,locator,,,Marijuana Associations,'+34954461282,"Torricelli, 10.",Sevilla,,41092,Spain,medicalweedsevilla@gmail.com,,,
7105,Cannaria de Sevilla,,,locator,,,Marijuana Associations,,Plaza Carlos Cano b2 Local 7-2,Sevilla,,41900,Spain,cannariasevilla@gmail.com,,,
7106,Verde Arboleda,,,locator,,,Marijuana Associations,,Luis Cadarso 16,Sevilla,,41003,Spain,n/a,,,
7107,"Federacion de 
Asociaciones Cannábicas",,,locator,,,Marijuana Associations,,"San Isidro Labrador, Local 21  · Mairena del Aljarafe",Sevilla,,419247,Spain,,,,
7108,Green Island Nervión,,,locator,,,Marijuana Associations,'+34854802090,"c/ Beatriz de Suabia, 64 Bajo izquierda",Sevilla,,41005,Spain,greenislandnervion@gmail.com,,,
7109,A.S.U.C,,,locator,,,Marijuana Associations,,"C/ San José Obrero, 2 bajo",Soria,,42004,Spain,asuc@hotmail.es,,,
7110,La Costa Verde Salou,,,locator,,,Marijuana Associations,'+34688303976,"C/ Barbastre Nº 14, Salou",Tarragona,,43840,Spain,lacostaverdesalou@hotmail.com,,,
7111,Mon Verd,,,locator,,,Marijuana Associations,,C/ Major nº 7 Local 3/4 Salou,Tarragona,,43840,Spain,,,,
7112,CSC Flores De Canarias,,,locator,,,Marijuana Associations,'+34620518407,"2 238660, Calle Gran Bretaña",Santa cruz de Tenerife,,38660,Spain,,,,
7113,Asociación social BTG,,,locator,,,Marijuana Associations,'+34642154281,"Calle Aulaga, 1,  Agua Dulce",Santa cruz de Tenerife,,38687,Spain,,,,
7114,Club Social De Consumidores De Cannabis,,,locator,,,Marijuana Associations,,"Avenida Marítima, 17,  Arona",Santa cruz de Tenerife,,38650,Spain,,,,
7115,"Cannabis Social Club ""Futuro Verde""Tenerife",,,locator,,,Marijuana Associations,'+34649583609,"Calle El Mirador, 18, San Isidro de Abona",Santa cruz de Tenerife,,38611,Spain,,,,
7116,Evergreen Cannabis Club,,,locator,,,Marijuana Associations,,"Avenida Europa, Centro Comercial Teide,, Local n° 27, Adeje,",Santa cruz de Tenerife,,38660,Spain,,,,
